"房子名称","房子价格","房子单价","房子类型","房子地址","房子大小"
"茶园高端叠拼别墅环境超好  保亿湖山鹿鸣 带大花园产权车位","180","12000元/㎡","5室2厅2卫","融创欧麓花园...-界石二手房出售-甘泉路288号","150㎡"
"南坪商圈 天龙广场三期 精装2室 田园风格 家电齐全拎包入住","105","12962元/㎡","2室2厅1卫","天龙广场三期-南坪二手房出售-宏声路35号","81㎡"
"位于南坪珊瑚实验小学旁 三房2厅拎包入住","130","10000元/㎡","3室2厅2卫","金紫大厦-南坪二手房出售-金山路158号","130㎡"
"杨家坪新步行街，精装现房，带家具家电，拎包入住，新盘特惠价！","43","11025元/㎡","1室1厅1卫","蓝光御江台1...-其他二手房出售-跃进路638号","39㎡"
"庆隆南山高尔夫 山外山 高尔夫景观","580","15591元/㎡","5室3厅4卫","山外山-茶园新区二手房出售-玉马路1号","372㎡"
"庆隆高尔夫鸢尾郡创新联排庆隆南山高尔夫纯别墅区","436","17098元/㎡","6室2厅3卫","庆隆南山高尔...-南山二手房出售-玉马路1号","255㎡"
"江北 品质小区 正升青青丽苑 精装小户型 家电齐全！！！","73","17800元/㎡","1室1卫","正升青青丽苑-黄泥磅二手房出售-红黄路441号","41㎡"
"江北黄泥磅 近龙塔学校 精装二房 居家安静 金堡入住！！！","132","15566元/㎡","2室2厅1卫","新城丽园-加洲新牌坊二手房出售-紫荆路28号","84㎡"
"天籁城街面 98平 69.9万 清水 电梯 出行方便 好停车","69.9","7132元/㎡","3室2厅2卫","金科天籁城-其他二手房出售-宏声大道52号","98㎡"
"北麓国际城精装大三房 南北通透 阳台带衣帽间 支持按揭读沙小","130","11818元/㎡","3室2厅2卫","北麓国际城B...-大学城二手房出售-学善路35号","110㎡"
"优活城一手房来袭，一手流程建面只卖1万，止剩一套，中间楼层","75","10563元/㎡","2室2厅1卫","恒大优活城-土主二手房出售-永青路98号","71㎡"
"首付25万 半岛康城 永辉超市旁 环境优雅 带楼顶花园 菜园","52","7536元/㎡","2室2厅1卫","浩立半岛康城-鱼洞二手房出售-鱼轻路62号","69㎡"
"富力城繁华里豪装三房带品牌家具家电读南开业主诚心出售","116","12083元/㎡","3室2厅1卫","富力城繁华里-大学城二手房出售-景阳路35号","96㎡"
"龙头寺 轻轨出口 简装两房 中间楼层 钥匙在手 看房方便","125","16666元/㎡","2室1厅1卫","中渝爱都会-新溉路二手房出售-东湖南路333号","75㎡"
"近三峡广场 大公村 只要66万买三房 菜市场 住家安静","73","8048元/㎡","3室2厅1卫","汉渝路新建五...-土湾二手房出售-龙泉路,近汉滨路","90㎡"
"通气 通气  通气 总价四十多万买5.1米挑高得二层","43","10000元/㎡","2室2厅2卫","隆鑫爱琴海(...-蔡家岗二手房出售-同华路78号","43㎡"
"江北黄泥磅 租金1900 看游泳池 带外阳台70万 楼下地铁","70","15909元/㎡","1室1厅1卫","中央香寓-五里店二手房出售-天和路3号","44㎡"
"江北 品质小区 正升青青丽苑 精装小户型 家电齐全！！！","73","17800元/㎡","1室1卫","正升青青丽苑-黄泥磅二手房出售-红黄路441号","41㎡"
"江北黄泥磅 近龙塔学校 精装二房 居家安静 金堡入住！！！","132","15566元/㎡","2室2厅1卫","新城丽园-加洲新牌坊二手房出售-紫荆路28号","84㎡"
"渝北融创望江府，板式小洋楼，单价只要1.6万左右，集中供冷暖","190","13571元/㎡","3室2厅2卫","融创碧桂园望...-礼嘉二手房出售-悦融一路1号","140㎡"
"业主急售，纯别墅区，联排端户，大花园地下室全采光，可以装电梯","430","11621元/㎡","5室2厅5卫","首钢美利山公...-农业园区二手房出售-翠渝路55号","370㎡"
"人和 怡和小区 轨道5号线 电梯3房 拎包入住 143万","143","13240元/㎡","3室2厅1卫","怡和小区-人和二手房出售-胡杨路31号","108㎡"
"人和菜市场附近300米，精装小2房，离公交车站200米","51","9889元/㎡","2室1厅1卫","人和石油小区-其他二手房出售-万年路260号","51㎡"
"诚心出售人和精装三房送家具家电价钱只要85万","85","9239元/㎡","3室2厅1卫","三鑫花园-人和二手房出售-万年一支路15号","92㎡"
"爱琴海商圈旁 同舟世纪苑精装大三房 环境优雅交通便利","145","10507元/㎡","3室2厅2卫","同舟世纪苑-人和二手房出售-金开大道1006号","138㎡"
"万达广场铭邸正规两室两厅出售","140","18421元/㎡","2室2厅1卫","万达广场铭邸-南坪二手房出售-珊瑚路2号","76㎡"
"大学城欧鹏泊雅湾 豪装三房双卫 采光好 朝中庭 直厅大阳台","153","12822元/㎡","3室2厅2卫","新鸥鹏泊雅湾...-大学城二手房出售-学智路651号","119㎡"
"我的天电梯5楼 可做小两房平108万诚心出售 产证清晰","108","17388元/㎡","2室2厅1卫","正升青青丽苑-黄泥磅二手房出售-红黄路441号","62㎡"
"我坚持认定，此房性价比极高，没有之一，复式房送150平花园","480","14545元/㎡","6室4厅4卫","天骄俊园-黄泥磅二手房出售-天和路39号","330㎡"
"巴国城旁达飞玖隆城，正规一房改好小两房，急售","65","13000元/㎡","2室1厅1卫","玖隆城-二郎二手房出售-朝阳路104号","50㎡"
"杨公桥 杨梨路 卫星半岛  电梯 正规三房 精装修","120","11214元/㎡","3室2厅2卫","卫星半岛花园-杨公桥二手房出售-杨梨路161号","107㎡"
"沙坪坝 沙正街 金象左右 精装两室两厅 读沙小 安静","150","20270元/㎡","2室2厅1卫","金象左右-小龙坎二手房出售-沙坪坝正街39号","74㎡"
"西永老街简装大两室，，配套成熟，只要28.8万了","35","4069元/㎡","2室2厅1卫","西永老街-西永二手房出售-西永路72号","86㎡"
"渝东花园精装修大3房 拎包入住","55","4807元/㎡","3室2厅2卫","兴茂渝东大花...-北山二手房出售-渝东大花园路35号","114㎡"
"北滨路 招商江湾城 单价18000 降价啦 朝中庭 247万","247","18204元/㎡","3室2厅2卫","招商江湾城-华新街二手房出售-北滨一路363号","135㎡"
"水韵天成精装3房业主急卖","68","7906元/㎡","3室2厅1卫","国润水韵天成...-北山二手房出售-青龙西路58号","86㎡"
"北山商圈中心段人大宿舍精装3房急售","72","6206元/㎡","3室2厅1卫","亿远财富中心-其他二手房出售-北山大道339号","116㎡"
"急急急 金科城别墅，三层带露天花园降价了降价15万","215","18067元/㎡","4室2厅4卫","金科城(别墅...-蔡家岗二手房出售-嘉景大道6号","119㎡"
"渝北汽博 奥园五期精装小两房 带读书指标 春光好","93","15500元/㎡","2室1厅1卫","奥林匹克花园...-汽博中心二手房出售-金童路108号","60㎡"
"渝北人和医院精装大两室 带家电 业主急售 看房提前联系","106","13588元/㎡","2室2厅1卫","金利大厦-人和二手房出售-人兴支路23号","78㎡"
"金科城花园洋房底跃23结构带私家车库成熟配套舒适洋房","220","11398元/㎡","4室2厅2卫","金科世界城-国泰路18号","193㎡"
"一城龙洲，精装三房，配套齐全，繁华地段，紧邻轻轨，购物便利。","93","9393元/㎡","3室2厅1卫","一城龙洲-鱼洞二手房出售-鱼胡路25号","99㎡"
"南坪精装三房，轻轨3号线出行方便，投姿自住均划算，欢迎来电","130","18955元/㎡","3室2厅1卫","协信城-南坪二手房出售-南城大道1号","68㎡"
"南坪万达旁 星宇花园 经典两房 超大阳台出行方便 业主急售","125","12626元/㎡","2室2厅1卫","星宇花园-南坪二手房出售-南坪东路11号","99㎡"
"渝北黄泥磅 上品拾陆 精装3房 小区中庭大环境好 配套成熟","205","16532元/㎡","3室2厅2卫","上品拾陆-龙头寺二手房出售-兴盛大道33号","124㎡"
"渝北人和医院旁 鼎科阿布阿布中装小2房 近轻轨 配套完善","92.8","16000元/㎡","2室1厅1卫","鼎科阿布阿布-人和二手房出售-吉乐大道48号","58㎡"
"天江鼎城博园 精装二居室 正看中庭朝南,位置安静","168","18840元/㎡","2室1厅1卫","天江鼎城雅园-黄泥磅二手房出售-兴盛大道118号","89㎡"
"石桥铺精装房，直接收租，到期后，开发商可高价回购","46","17037元/㎡","1室1厅1卫","富邦金玖-石桥铺二手房出售-长新路12号","27㎡"
"降价急售 三峡广场附近 沙中路 住家精装两房 拎包入住采光好","48","9411元/㎡","2室2厅1卫","沙中路小区-三峡广场二手房出售-沙中路","51㎡"
"龙头寺 黄泥磅商圈 上品十六 精装三房 从来没住过人随时看房","130","13000元/㎡","3室2厅1卫","上品拾陆-龙头寺二手房出售-兴盛大道33号","100㎡"
"协信城立方东一期  跃层结构 可做正规两房 户型方正 采光好","71","11093元/㎡","2室2厅1卫","协信城立方一...-大学城二手房出售-大学城中路6号","64㎡"
"空港新城 御城华府 赠送3个大露台 俯瞰整个沐仙湖 一览无余","220","13095元/㎡","3室2厅3卫","御城华府-其他二手房出售-兰馨大道18号","168㎡"
"实验一小指标 单价不到一万 电梯两房 紧邻轻轨站 读实验一小","95","9793元/㎡","2室2厅1卫","斌鑫胜景雅苑-小龙坎二手房出售-石小路72号","97㎡"
"黄泥磅商圈 轻轨出口 精装两房 朝小区 看房方便","117","16714元/㎡","2室1厅1卫","金华园-黄泥磅二手房出售-五童街99号","70㎡"
"东和科苑精装两房 带南开本部指标 拎包入住离三峡广场10","110","12910元/㎡","2室2厅1卫","东和科苑-三峡广场二手房出售-沙杨路128号","85㎡"
"大坪 凤凰台精装大单配 一线江景房 住家安静 业主诚心出售","56","12584元/㎡","1室1厅1卫","凤凰台-两路口二手房出售-长江一路51号","44㎡"
"江城上，，，，，，，，，，，，，，，，，，，","260","19696元/㎡","3室2厅2卫","金辉城江城上-铜元局二手房出售-南滨路,近铜元局正街","132㎡"
"南坪江山多娇 超大豪装跃层四房视野开阔 送空中花园 交通便利","238","10720元/㎡","4室3厅2卫","江山多娇-经开区二手房出售-丹龙路2号","222㎡"
"核心商圈，轻轨精装房，酒店管理，轻松当房东","66","20000元/㎡","1室1厅1卫","恒大御都会-新溉路二手房出售-红锦大道78号","33㎡"
"观音桥附近 国兴北岸江山东区 精装两房 住家安静 148万","148","18974元/㎡","2室2厅1卫","国兴北岸江山...-北滨路二手房出售-北兴路18号","78㎡"
"南北通透，两卧客厅全南，户型非常棒，有户型为证！！","86","11098元/㎡","3室2厅1卫","金科廊桥天都-大学城二手房出售-大学城南二路1080号","77㎡"
"（特价房）书香世家精装三房","58","6946元/㎡","3室2厅1卫","合川书香世家-其他二手房出售-学府路18号","83㎡"
"人和医院附近 精装2房，105万 电梯房","106","13589元/㎡","2室2厅1卫","金利大厦-人和二手房出售-人兴支路23号","78㎡"
"龙头寺交通方便 小区安静 双轻轨附近","155","14351元/㎡","3室2厅1卫","兴馨嘉园-龙头寺二手房出售-鲁渝大道999号","108㎡"
"精装4房跳楼价，不买是你的损失","168","14117元/㎡","4室2厅2卫","熙地锦绣城-西永二手房出售-西科大道666号","119㎡"
"渝中 两江豪宅 来福士广场，龙头式豪宅，城市之巅，名流汇聚","1320","40000元/㎡","4室3厅4卫","重庆来福士广...-朝天门二手房出售-陕西路9号","330㎡"
"新牌坊精装三房 户型方正 采光好双轻轨 带游泳池 地段好","169","11985元/㎡","3室2厅2卫","北城绿景-加洲新牌坊二手房出售-新牌坊一路139号","141㎡"
"轨道花溪站附近蓝光水岸公园 建面单价才9500 三房可变四房","110","9734元/㎡","3室2厅2卫","申烨太阳城二...-花溪二手房出售-渝南大道158号","113㎡"
"东方紫竹苑，跃层近轻轨近交通绿化很好小区带游泳池","150","8064元/㎡","4室2厅3卫","东方紫竹苑-回兴二手房出售-宝桐路72号","186㎡"
"三号线轨道花溪站附近  稀有高层出售  两站到万达商圈","120","9375元/㎡","3室2厅2卫","申烨太阳城三...-花溪二手房出售-渝南大道158号","128㎡"
"人和商圈旁协信柠檬郡 精装三房 通透户型 视野开阔 看湖","175","14681元/㎡","3室2厅2卫","协信柠檬郡-人和二手房出售-金开大道58号","119㎡"
"人和 协信春山台  清水价格买精装洋房3房大跃层 朝向中庭","168","16153元/㎡","3室2厅2卫","协信星都会春...-人和二手房出售-吉兴路9号","104㎡"
"江北嘴对面 来福士广场 豪装大平层 独揽两江交汇 重庆地标","800","39980元/㎡","4室2厅2卫","重庆来福士广...-朝天门二手房出售-陕西路9号","200㎡"
"人和中心位置 隆天丽苑 精装2房  带全新家具家电拎包入住","100","12820元/㎡","2室2厅1卫","隆天景苑-人和二手房出售-万年路6号","78㎡"
"奥体中心轻轨环线旁 隆鑫国际 小区配套齐全带游泳池 视野开阔","129","14246元/㎡","2室2厅1卫","隆鑫国际-石坪桥二手房出售-石坪桥横街2号附18号","90㎡"
"石坪桥核心地段 邻杨家坪步行街 金桥彼岸 拎包入住 户型方正","118","14567元/㎡","2室2厅1卫","金桥彼岸-杨家坪二手房出售-石坪桥后街","81㎡"
"融侨花湖汀  精装四房 视野好 家电齐全 诚心出售","333","19028元/㎡","4室2厅2卫","融侨城二期B...-铜元局二手房出售-揽湖路2号","175㎡"
"急售 两路老城区菜市场旁边 精装三房拎包入住 采光好无浪费","95","7661元/㎡","3室2厅2卫","锦湖园-两路二手房出售-锦湖路76号","124㎡"
"盘龙花园c区大三房 钥匙在手 两年年","145","14356元/㎡","3室2厅1卫","盘龙花园C区-鸡冠石二手房出售-盘龙山18号","101㎡"
"北城龙郡 三房两卫 精装 坐北朝南户型方正","59","7023元/㎡","3室2厅2卫","北城龙郡-其他二手房出售-龙城大道518号","84㎡"
"奥山全采光类独栋，视野无敌 单层面积大 诚售","500","19531元/㎡","5室4厅5卫","奥山别墅-汽博中心二手房出售-金童路","256㎡"
"融创 奥山别墅联排端户 联排端户大花园","600","25531元/㎡","4室2厅2卫","奥山别墅-汽博中心二手房出售-金童路","235㎡"
"渝北财信赖特与山 4A森林公园别墅 温泉入户 带两个产权车位","538","19925元/㎡","4室3厅3卫","财信赖特与山-其他二手房出售-逸兴路386号","270㎡"
"重庆 南滨路东原1891 靠山面江看渝中私家电梯入户","1260","34054元/㎡","5室3厅4卫","东原1891...-龙门浩二手房出售-南滨路80号","370㎡"
"融创奥山 别墅 21结构 花园100平米 产权清晰","450","17578元/㎡","5室2厅3卫","奥山别墅-汽博中心二手房出售-金童路","256㎡"
"总价45万丶年租金2万7丶渝北星光天地丶新牌坊嘉州商圈近地铁","45","16666元/㎡","1室1厅1卫","碧桂园嘉誉-新溉路二手房出售-丽园路","27㎡"
"靠山观江，容积率0.28的原山独栋森林别墅，山江林湖景观豪宅","730","19729元/㎡","5室3厅5卫","财信赖特与山-其他二手房出售-逸兴路386号","370㎡"
"金科中央公园城，品质小区，知名设计公司装修，搭配合理真材实料","86","11165元/㎡","2室2厅1卫","金科中央公园...-西江大道28号","77㎡"
